"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"21.09.2018","19,41","19,42","19,56","19,23","58,28M","1,36%"
"20.09.2018","19,15","19,52","19,61","19,03","56,00M","-0,52%"
"19.09.2018","19,25","19,21","19,72","19,11","60,35M","-1,33%"
"18.09.2018","19,51","18,79","19,51","18,76","72,44M","4,33%"
"17.09.2018","18,70","17,95","18,78","17,95","71,08M","3,26%"
"14.09.2018","18,11","18,12","18,27","17,81","55,54M","0,44%"
"13.09.2018","18,03","18,34","18,44","17,94","36,48M","-1,26%"
"12.09.2018","18,26","18,13","18,52","17,96","59,50M","2,41%"
"11.09.2018","17,83","18,18","18,20","17,76","56,09M","-3,93%"
"10.09.2018","18,56","18,66","18,89","18,36","57,85M","1,42%"
"06.09.2018","18,30","18,30","18,33","17,81","51,42M","1,84%"
"05.09.2018","17,97","17,89","18,12","17,57","53,71M","0,00%"
"04.09.2018","17,97","18,44","18,49","17,94","39,54M","-1,86%"
"03.09.2018","18,31","18,30","18,44","18,08","25,19M","-1,35%"
"31.08.2018","18,56","18,26","18,72","18,22","75,44M","2,43%"
"30.08.2018","18,12","18,45","18,83","18,00","63,69M","-2,58%"
"29.08.2018","18,60","17,83","18,61","17,78","71,08M","5,20%"
"28.08.2018","17,68","18,08","18,17","17,67","37,72M","-1,94%"
"27.08.2018","18,03","17,74","18,08","17,64","35,27M","2,21%"
"24.08.2018","17,64","17,68","17,77","17,39","37,72M","1,97%"
"23.08.2018","17,30","17,68","17,85","17,23","56,12M","-2,15%"
"22.08.2018","17,68","17,06","17,71","17,01","56,36M","3,51%"
"21.08.2018","17,08","17,61","17,86","17,01","68,40M","-3,45%"
"20.08.2018","17,69","17,70","17,84","17,43","55,91M","-0,56%"
"17.08.2018","17,79","18,07","18,17","17,73","68,03M","-2,57%"
"16.08.2018","18,26","18,62","18,65","18,09","50,95M","-0,54%"
"15.08.2018","18,36","18,93","18,96","18,36","65,01M","-4,62%"
"14.08.2018","19,25","19,54","19,57","19,01","54,96M","-0,05%"
"13.08.2018","19,26","18,74","19,26","18,52","58,05M","2,28%"
"10.08.2018","18,83","19,32","19,37","18,61","61,44M","-3,68%"
"09.08.2018","19,55","19,48","19,56","19,03","50,90M","0,98%"
"08.08.2018","19,36","20,00","20,25","19,34","57,51M","-2,76%"
"07.08.2018","19,91","20,50","20,63","19,77","68,35M","-1,58%"
"06.08.2018","20,23","20,33","20,64","20,17","44,14M","-0,30%"
"03.08.2018","20,29","20,57","20,72","20,27","86,09M","3,41%"
"02.08.2018","19,62","19,81","19,98","19,18","68,11M","2,03%"
"01.08.2018","19,23","18,83","19,23","18,78","38,66M","1,42%"
"31.07.2018","18,96","18,86","19,02","18,72","38,52M","-0,84%"
"30.07.2018","19,12","19,18","19,32","18,94","36,95M","0,63%"
"27.07.2018","19,00","18,84","19,04","18,79","36,32M","1,82%"
"26.07.2018","18,66","19,18","19,18","18,62","47,89M","-2,76%"
"25.07.2018","19,19","19,03","19,23","18,85","48,46M","1,53%"
"24.07.2018","18,90","18,81","19,10","18,77","39,77M","2,11%"
"23.07.2018","18,51","18,55","18,72","18,47","34,97M","-0,16%"
"20.07.2018","18,54","18,43","18,73","18,20","97,66M","4,80%"
"19.07.2018","17,69","17,15","17,69","17,05","59,35M","1,96%"
"18.07.2018","17,35","17,54","17,69","17,25","40,28M","-1,31%"
"17.07.2018","17,58","17,10","17,69","17,02","40,46M","2,27%"
"16.07.2018","17,19","17,25","17,28","16,92","62,44M","-1,26%"
"13.07.2018","17,41","17,29","17,48","17,09","44,81M","0,93%"
"12.07.2018","17,25","16,94","17,32","16,84","49,10M","3,05%"
"11.07.2018","16,74","16,81","17,38","16,63","85,54M","-1,88%"
"10.07.2018","17,06","17,63","17,64","16,87","70,52M","-1,10%"
"06.07.2018","17,25","17,27","17,39","16,97","33,65M","0,47%"
"05.07.2018","17,17","17,88","18,07","16,97","75,58M","-3,21%"
"04.07.2018","17,74","16,71","17,74","16,57","53,72M","5,47%"
"03.07.2018","16,82","17,05","17,20","16,78","56,57M","0,18%"
"02.07.2018","16,79","16,33","16,80","16,25","54,21M","1,63%"
"29.06.2018","16,52","16,20","16,52","16,08","75,13M","3,51%"
"28.06.2018","15,96","16,07","16,41","15,70","94,45M","0,31%"
"27.06.2018","15,91","15,48","16,32","15,44","77,89M","3,18%"
"26.06.2018","15,42","15,28","15,50","14,93","59,33M","2,19%"
"25.06.2018","15,09","14,61","15,18","14,48","59,89M","3,93%"
"22.06.2018","14,52","14,81","15,07","14,43","51,93M","0,00%"
"21.06.2018","14,52","15,47","15,69","14,52","67,49M","-6,80%"
"20.06.2018","15,58","15,63","15,84","15,19","87,95M","5,13%"
"19.06.2018","14,82","13,71","15,11","13,62","97,03M","6,31%"
"18.06.2018","13,94","14,20","14,31","13,94","46,78M","-3,13%"
"15.06.2018","14,39","14,45","14,49","13,91","74,42M","-0,90%"
"14.06.2018","14,52","14,74","14,95","14,47","56,97M","-0,41%"
"13.06.2018","14,58","14,82","14,90","14,17","71,67M","-1,88%"
"12.06.2018","14,86","14,88","15,07","14,65","69,15M","0,34%"
"11.06.2018","14,81","14,90","15,19","14,54","44,47M","1,02%"
"08.06.2018","14,66","15,20","15,56","14,48","90,91M","-3,23%"
"07.06.2018","15,15","15,38","15,53","14,35","118,27M","-3,50%"
"06.06.2018","15,70","15,83","16,03","15,26","69,02M","-1,57%"
"05.06.2018","15,95","16,69","17,11","15,95","66,47M","-5,34%"
"04.06.2018","16,85","16,62","16,96","16,39","93,06M","8,50%"
"01.06.2018","15,53","18,80","18,99","14,32","215,14M","-14,86%"
"30.05.2018","18,24","17,68","19,20","17,43","124,91M","-1,67%"
"29.05.2018","18,55","17,30","18,69","16,92","180,97M","14,08%"
"28.05.2018","16,26","18,46","18,46","16,26","132,65M","-14,56%"
"25.05.2018","19,03","19,85","20,45","18,90","131,19M","-1,40%"
"24.05.2018","19,30","19,27","19,95","18,89","237,58M","-13,72%"
"23.05.2018","22,37","23,29","23,53","22,37","74,14M","-5,81%"
"22.05.2018","23,75","23,85","24,31","23,21","87,88M","-1,17%"
"21.05.2018","24,03","25,04","25,22","23,93","75,17M","-2,36%"
"18.05.2018","24,61","23,99","25,11","23,95","82,99M","-1,16%"
"17.05.2018","24,90","26,24","26,48","24,43","111,84M","-5,25%"
"16.05.2018","26,28","25,78","26,41","25,75","64,23M","2,26%"
"15.05.2018","25,70","25,28","25,81","24,84","74,81M","2,11%"
"14.05.2018","25,17","24,80","25,40","24,76","66,34M","3,11%"
"11.05.2018","24,41","24,78","25,24","24,39","72,66M","-1,17%"
"10.05.2018","24,70","24,12","25,41","23,91","126,70M","3,91%"
"09.05.2018","23,77","22,35","23,79","22,28","117,66M","8,14%"
"08.05.2018","21,98","22,12","22,21","21,60","80,99M","1,15%"
